timestamped_line
"[15:27:54] Ready. Type 's' to start logging, 'e' to stop."
[15:27:54] Sensor Info:
[15:27:54] Sensor ID: 50
[15:27:54] Sensor Name: FORCE PLATE 850
[15:27:54] Units: N
[15:27:54] ▶️ START LOGGING
"[15:27:54] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[15:28:38] 48.59, Force(N): 23.687, ΔF(N): 1.011, FSR1: 443, FSR2: 1022, FSR3: 1023"
"[15:28:39] 48.80, Force(N): 24.697, ΔF(N): 1.011, FSR1: 435, FSR2: 1023, FSR3: 1023"
"[15:28:39] 48.92, Force(N): 23.687, ΔF(N): -1.011, FSR1: 430, FSR2: 1022, FSR3: 1023"
"[15:28:39] 49.03, Force(N): 25.708, ΔF(N): 2.021, FSR1: 426, FSR2: 1023, FSR3: 1023"
"[15:28:39] 49.14, Force(N): 24.697, ΔF(N): -1.011, FSR1: 423, FSR2: 1023, FSR3: 1023"
"[15:28:39] 49.25, Force(N): 26.719, ΔF(N): 2.021, FSR1: 417, FSR2: 1023, FSR3: 1022"
"[15:28:39] 49.57, Force(N): 28.740, ΔF(N): 2.021, FSR1: 407, FSR2: 1023, FSR3: 1023"
"[15:28:40] 49.68, Force(N): 29.751, ΔF(N): 1.011, FSR1: 409, FSR2: 1023, FSR3: 1022"
"[15:28:40] 49.79, Force(N): 31.772, ΔF(N): 2.021, FSR1: 409, FSR2: 1023, FSR3: 1023"
"[15:28:40] 49.90, Force(N): 32.783, ΔF(N): 1.011, FSR1: 408, FSR2: 1023, FSR3: 1023"
"[15:28:40] 50.02, Force(N): 33.794, ΔF(N): 1.011, FSR1: 405, FSR2: 1022, FSR3: 1023"
"[15:28:40] 50.13, Force(N): 35.815, ΔF(N): 2.021, FSR1: 396, FSR2: 1022, FSR3: 1023"
"[15:28:40] 50.24, Force(N): 36.826, ΔF(N): 1.011, FSR1: 392, FSR2: 1023, FSR3: 1023"
"[15:28:40] 50.35, Force(N): 37.837, ΔF(N): 1.011, FSR1: 387, FSR2: 1022, FSR3: 1023"
"[15:28:40] 50.46, Force(N): 36.826, ΔF(N): -1.011, FSR1: 385, FSR2: 1023, FSR3: 1023"
"[15:28:40] 50.58, Force(N): 37.837, ΔF(N): 1.011, FSR1: 383, FSR2: 1022, FSR3: 1023"
"[15:28:41] 50.69, Force(N): 39.858, ΔF(N): 2.021, FSR1: 377, FSR2: 1023, FSR3: 1023"
"[15:28:41] 50.80, Force(N): 38.848, ΔF(N): -1.011, FSR1: 375, FSR2: 1022, FSR3: 1023"
"[15:28:41] 50.91, Force(N): 39.858, ΔF(N): 1.011, FSR1: 373, FSR2: 1023, FSR3: 1023"
"[15:28:41] 51.02, Force(N): 38.848, ΔF(N): -1.011, FSR1: 372, FSR2: 1023, FSR3: 1022"
"[15:28:41] 51.14, Force(N): 40.869, ΔF(N): 2.021, FSR1: 369, FSR2: 1023, FSR3: 1023"
"[15:28:41] 51.35, Force(N): 41.880, ΔF(N): 1.011, FSR1: 364, FSR2: 1023, FSR3: 1023"
"[15:28:41] 51.46, Force(N): 40.869, ΔF(N): -1.011, FSR1: 363, FSR2: 1022, FSR3: 1022"
"[15:28:42] 51.88, Force(N): 41.880, ΔF(N): 1.011, FSR1: 363, FSR2: 1022, FSR3: 1022"
"[15:28:42] 51.99, Force(N): 40.869, ΔF(N): -1.011, FSR1: 363, FSR2: 1022, FSR3: 1023"
"[15:28:42] 52.20, Force(N): 41.880, ΔF(N): 1.011, FSR1: 364, FSR2: 1023, FSR3: 1023"
"[15:28:42] 52.32, Force(N): 40.869, ΔF(N): -1.011, FSR1: 364, FSR2: 1022, FSR3: 1023"
"[15:28:42] 52.53, Force(N): 39.858, ΔF(N): -1.011, FSR1: 364, FSR2: 1023, FSR3: 1023"
"[15:28:43] 52.74, Force(N): 41.880, ΔF(N): 2.021, FSR1: 362, FSR2: 1023, FSR3: 1023"
"[15:28:43] 52.86, Force(N): 42.891, ΔF(N): 1.011, FSR1: 359, FSR2: 1022, FSR3: 1023"
"[15:28:43] 53.07, Force(N): 43.901, ΔF(N): 1.011, FSR1: 357, FSR2: 1022, FSR3: 1023"
"[15:28:43] 53.18, Force(N): 44.912, ΔF(N): 1.011, FSR1: 358, FSR2: 1022, FSR3: 1023"
"[15:28:43] 53.39, Force(N): 43.901, ΔF(N): -1.011, FSR1: 356, FSR2: 1022, FSR3: 1023"
"[15:28:43] 53.61, Force(N): 41.880, ΔF(N): -2.021, FSR1: 360, FSR2: 1023, FSR3: 1023"
"[15:28:44] 53.72, Force(N): 36.826, ΔF(N): -5.054, FSR1: 387, FSR2: 1022, FSR3: 1023"
"[15:28:44] 53.83, Force(N): 33.794, ΔF(N): -3.032, FSR1: 403, FSR2: 1023, FSR3: 1023"
"[15:28:44] 53.95, Force(N): 31.772, ΔF(N): -2.021, FSR1: 408, FSR2: 1023, FSR3: 1023"
"[15:28:44] 54.06, Force(N): 29.751, ΔF(N): -2.021, FSR1: 407, FSR2: 1022, FSR3: 1023"
"[15:28:44] 54.17, Force(N): 28.740, ΔF(N): -1.011, FSR1: 406, FSR2: 1023, FSR3: 1022"
"[15:28:44] 54.29, Force(N): 26.719, ΔF(N): -2.021, FSR1: 406, FSR2: 1023, FSR3: 1023"
"[15:28:44] 54.60, Force(N): 25.708, ΔF(N): -1.011, FSR1: 408, FSR2: 1023, FSR3: 1022"
"[15:28:45] 55.02, Force(N): 23.687, ΔF(N): -2.021, FSR1: 419, FSR2: 1023, FSR3: 1023"
"[15:28:45] 55.13, Force(N): 22.676, ΔF(N): -1.011, FSR1: 426, FSR2: 1023, FSR3: 1023"
"[15:28:45] 55.55, Force(N): 20.654, ΔF(N): -2.021, FSR1: 433, FSR2: 1023, FSR3: 1023"
"[15:28:46] 55.76, Force(N): 19.644, ΔF(N): -1.011, FSR1: 450, FSR2: 1022, FSR3: 1023"
"[15:28:46] 56.28, Force(N): 20.654, ΔF(N): 1.011, FSR1: 791, FSR2: 1023, FSR3: 1022"
"[15:28:46] 56.39, Force(N): 19.644, ΔF(N): -1.011, FSR1: 860, FSR2: 1022, FSR3: 1023"
"[15:28:46] 56.50, Force(N): 18.633, ΔF(N): -1.011, FSR1: 964, FSR2: 1023, FSR3: 1023"
"[15:28:47] 56.82, Force(N): 19.644, ΔF(N): 1.011, FSR1: 983, FSR2: 1023, FSR3: 1023"
"[15:28:47] 57.13, Force(N): 18.633, ΔF(N): -1.011, FSR1: 967, FSR2: 1023, FSR3: 1022"
"[15:28:47] 57.45, Force(N): 19.644, ΔF(N): 1.011, FSR1: 978, FSR2: 1023, FSR3: 1023"
"[15:28:49] 58.88, Force(N): 18.633, ΔF(N): -1.011, FSR1: 961, FSR2: 1023, FSR3: 1023"
"[15:28:49] 58.99, Force(N): 19.644, ΔF(N): 1.011, FSR1: 985, FSR2: 1023, FSR3: 1023"
"[15:28:49] 59.10, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:49] 59.21, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 1022"
"[15:28:49] 59.33, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:50] 59.85, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:50] 59.96, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:51] 60.88, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:51] 61.10, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:51] 61.21, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:28:51] 61.32, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
